# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Wed Jun  8 11:49:06 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4464764;J;-8429;1975;-119;3;20;12
4464764;K;-8396;-556;-816;4;8;4
4464764;L;-8310;166;-547;198;-122;164
4464764;M;-8376;-292;478;288;-32;-44
4464764;N;-13;5981;-261;141;177;-428
4464764;O;-7884;-2294;2564;55;-90;-388
4473008;J;-8197;1807;-191;11;26;18
4473008;K;-8356;-566;-880;8;11;4
4473008;L;-8292;431;-419;198;-20;436
4473008;M;-8372;-252;464;293;-26;-46
4473008;N;-149;3103;-271;91;101;-200
4473008;O;-7922;-2230;2666;189;-111;-367
4481168;J;-8416;1030;-80;12;11;11
4481168;K;-8446;-544;-816;5;8;1
4481168;L;-8302;587;-447;214;-36;444
4481168;M;-8338;-278;454;286;-32;-52
4481168;N;-113;3115;-83;123;79;-188
4481168;O;-7978;-2236;2588;344;-127;-350
4489412;J;-8412;1004;-112;3;26;18
4489412;K;-8470;-550;-810;14;6;2
4489412;L;-8228;455;-509;392;-272;468
4489412;M;-8330;-148;504;288;-44;-44
4489412;N;-8192;1482;-52;151;53;-182
4489412;O;-7962;-2138;2648;506;-143;-329
4497656;J;-8197;2055;-279;13;30;6
4497656;K;-8374;-564;-856;2;-1;5
4497656;L;-8250;186;-215;200;0;524
4497656;M;-8328;-172;508;274;-42;-46
4497656;N;-8181;2987;-171;191;23;-186
4497656;O;-7980;-2042;2616;646;-158;-313
4505816;J;-8373;2019;-155;11;34;20
4505816;K;-8454;-508;-870;-2;-1;4
4505816;L;-8240;395;-655;472;-248;1144
4505816;M;-8334;-212;490;259;-33;-42
4505816;N;-8129;3031;-295;213;9;-182
4505816;O;-7998;-1946;2556;770;-163;-295
4513976;J;-8249;1987;-343;5;54;26
4513976;K;-8404;-572;-814;-3;0;6
4513976;L;-8182;391;-587;276;-216;1048
4513976;M;-8356;-278;450;251;-34;-46
4513976;N;-11;12153;-1225;848;-55;-680
4513976;O;-7962;-1926;2524;873;-170;-278
4522136;J;-8434;1863;-219;31;44;32
4522136;K;-8422;-556;-822;-4;-2;3
4522136;L;-8250;399;-239;552;-208;1112
4522136;M;-8364;-240;536;255;-28;-41
4522136;N;-8140;1444;-144;120;-12;-170
4522136;O;-7978;-1838;2520;936;-178;-264
4530384;J;-8369;1895;-179;47;50;20
4530384;K;-8398;-574;-856;-3;-2;-2
4530384;L;-8254;341;-889;2592;-976;2048
4530384;M;-8368;-266;528;264;-33;-46
4530384;N;-8121;2931;-199;270;-9;-160
4530384;O;-8026;-1706;2448;961;-182;-254
4538544;J;-8217;1919;-71;71;56;48
4538544;K;-8410;-528;-802;-7;2;4
4538544;L;-8248;373;-741;680;-176;1144
4538544;M;-8334;-252;528;276;-33;-55
4538544;N;-11;5973;-605;588;-71;-360
4538544;O;-8000;-1588;2492;952;-185;-254
4546704;J;-8349;1987;-127;73;44;42
4546704;K;-8424;-594;-870;-1;-3;4
4546704;L;-8242;477;-661;748;-184;1080
4546704;M;-8358;-314;490;295;-33;-61
4546704;N;-73;5845;-549;580;-123;-328
4546704;O;-8042;-1516;2438;886;-197;-248
4554864;J;-8281;1959;-135;81;46;70
4554864;K;-8386;-570;-826;-1;3;7
4554864;L;-8318;399;-469;756;-232;1136
4554864;M;-8296;-346;452;322;-39;-54
4554864;N;-8192;1428;-222;322;-53;-134
4554864;O;-8042;-1428;2474;786;-203;-238
4563024;J;-8293;1991;-99;67;40;58
4563024;K;-8436;-576;-844;11;2;7
4563024;L;-8254;395;-595;404;-112;282
4563024;M;-8328;-304;498;337;-38;-62
4563024;N;-45;7273;-2057;1424;-511;-1072
4563024;O;-8080;-1380;2380;659;-217;-233
4571184;J;-8385;1827;-203;83;50;58
4571184;K;-8428;-634;-874;5;-9;12
4571184;L;-8248;479;-477;916;-208;1144
4571184;M;-8334;-258;452;347;-37;-54
4571184;N;-8149;2823;-387;360;-81;-122
4571184;O;-8024;-1326;2464;507;-236;-246
4579428;J;-8321;1919;-263;85;44;78
4579428;K;-8364;-568;-844;21;-9;13
4579428;L;-8202;501;-1069;776;-544;1232
4579428;M;-8362;-282;554;343;-36;-46
4579428;N;-8179;5509;-349;740;-143;-424
4579428;O;-8024;-1330;2418;321;-260;-248
4587672;J;-8378;990;-104;40;22;40
4587672;K;-8460;-562;-810;22;-8;12
4587672;L;-8258;667;-523;386;-106;322
4587672;M;-8348;-226;468;342;-40;-49
4587672;N;-8189;2751;-355;380;-97;-108
4587672;O;-7970;-1532;2342;200;-257;-242
4595832;J;-8356;2031;-309;177;76;72
4595832;K;-8386;-546;-770;21;-6;4
4595832;L;-8268;659;-543;824;-480;1248
4595832;M;-8332;-186;482;334;-39;-46
4595832;N;-8177;5605;-413;748;-239;-448
4595832;O;-8006;-1638;2376;130;-267;-225
4604076;J;-8328;1012;-100;27;27;42
4604076;K;-8436;-524;-708;25;-11;8
4604076;L;-8294;543;-501;752;-96;1320
4604076;M;-8354;-204;554;333;-33;-49
4604076;N;-75;5869;-685;736;-247;-280
4604076;O;-8050;-1654;2378;102;-283;-218
4612324;J;-8447;1979;-39;37;46;66
4612324;K;-8334;-498;-770;24;-11;4
4612324;L;-8278;627;-415;472;-160;1320
4612324;M;-8352;-292;536;329;-40;-48
4612324;N;-27;5597;-677;752;-287;-144
4612324;O;-7950;-1776;2312;82;-291;-203
4620568;J;-8361;1923;-147;43;62;78
4620568;K;-8424;-572;-692;19;-11;-1
4620568;L;-8241;563;-507;664;-176;1384
4620568;M;-8354;-294;488;326;-37;-53
4620568;N;-11;7065;-1321;1576;-567;-208
4620568;O;-7946;-1820;2260;76;-301;-186
4628812;J;-8384;2003;-195;41;42;74
4628812;K;-8378;-522;-786;15;-16;6
4628812;L;-8292;355;-443;424;-128;1360
4628812;M;-8346;-246;438;318;-41;-53
4628812;N;-61;3869;-653;760;-343;-104
4628812;O;-7988;-1878;2202;52;-316;-180
4636972;J;-8197;2039;-267;49;32;80
4636972;K;-8444;-522;-822;11;-15;4
4636972;L;-8278;579;-555;396;-152;1312
4636972;M;-8278;-270;438;316;-51;-52
4636972;N;-173;2795;-335;390;-43;-100
4636972;O;-7968;-1868;2188;22;-328;-182
4645132;J;-8321;1963;-159;49;56;110
4645132;K;-8386;-580;-778;8;-14;-1
