# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Thu Jun 16 13:14:59 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4464676;J;-8416;414;-1048;18;23;-14
4464676;K;-8424;-356;-692;1;0;26
4464676;L;-8192;814;884;89;-53;45
4464676;M;-8314;-926;400;230;-60;1
4464676;N;-8268;-936;556;55;14;-68
4464676;O;-7498;-2546;2138;31;-21;46
4472924;J;-8390;434;-1054;15;29;-12
4472924;K;-8414;-332;-658;0;-3;30
4472924;L;-8182;792;868;81;-46;37
4472924;M;-8338;-902;400;219;-60;-2
4472924;N;-8304;-982;494;61;10;-67
4472924;O;-7476;-2624;2148;37;-13;46
4481084;J;-8324;476;-1010;15;16;-16
4481084;K;-8464;-306;-556;-5;0;30
4481084;L;-8168;808;902;83;-48;40
4481084;M;-8332;-930;500;217;-57;0
4481084;N;-8248;-978;532;68;31;-61
4481084;O;-7474;-2570;2084;39;-20;51
4489412;J;-8356;414;-1052;18;20;-7
4489412;K;-8432;-322;-640;-5;1;27
4489412;L;-8174;820;820;81;-55;39
4489412;M;-8322;-796;486;215;-58;-10
4489412;N;-8290;-910;468;67;26;-68
4489412;O;-7518;-2638;2036;58;-16;46
4497572;J;-8384;390;-1068;12;23;-10
4497572;K;-8422;-314;-596;-13;1;30
4497572;L;-8174;798;912;82;-52;47
4497572;M;-8328;-902;458;215;-55;0
4497572;N;-8322;-900;488;62;22;-60
4497572;O;-7482;-2624;2036;73;-10;44
4505732;J;-8416;432;-1044;16;19;-20
4505732;K;-8436;-324;-614;-9;-2;21
4505732;L;-8172;748;834;82;-47;45
4505732;M;-8300;-810;434;225;-57;-10
4505732;N;-8282;-922;522;58;13;-66
4505732;O;-7512;-2654;2010;80;-10;40
4513892;J;-8306;396;-1004;10;23;-14
4513892;K;-8488;-286;-608;-1;1;26
4513892;L;-8210;724;912;87;-52;51
4513892;M;-8288;-844;430;220;-57;-8
4513892;N;-8312;-886;552;58;11;-69
4513892;O;-7514;-2668;2100;88;-5;39
4522136;J;-8396;444;-1000;12;25;-15
4522136;K;-8458;-296;-636;-6;3;14
4522136;L;-8198;816;844;76;-57;52
4522136;M;-8334;-832;450;218;-58;-5
4522136;N;-8324;-900;510;46;15;-68
4522136;O;-7556;-2626;2074;89;-6;31
4530296;J;-8416;384;-1072;13;24;-20
4530296;K;-8412;-320;-634;-12;-5;22
4530296;L;-8202;772;794;74;-53;60
4530296;M;-8282;-856;402;226;-54;-4
4530296;N;-8324;-866;546;47;7;-71
4530296;O;-7546;-2682;2116;83;-7;34
4538456;J;-8398;432;-988;15;20;-15
4538456;K;-8432;-330;-630;-13;-1;17
4538456;L;-8206;722;870;67;-49;58
4538456;M;-8320;-886;496;218;-54;-8
4538456;N;-8258;-872;528;38;12;-69
4538456;O;-7514;-2642;2110;94;0;33
4546788;J;-8342;388;-1088;10;17;-16
4546788;K;-8476;-322;-590;-13;-2;18
4546788;L;-8206;718;786;70;-53;56
4546788;M;-8252;-910;456;222;-57;-7
4546788;N;-8258;-966;580;36;21;-72
4546788;O;-7490;-2662;2074;94;-4;28
4554948;J;-8360;406;-1074;13;18;0
4554948;K;-8430;-360;-600;-7;-4;15
4554948;L;-8232;800;780;75;-53;50
4554948;M;-8282;-902;396;225;-57;-6
4554948;N;-8260;-918;464;48;18;-69
4554948;O;-7600;-2610;2164;94;-4;31
4563108;J;-8376;382;-1086;7;23;-3
4563108;K;-8436;-306;-560;-8;-5;11
4563108;L;-8264;694;786;71;-55;46
4563108;M;-8334;-930;400;222;-56;-9
4563108;N;-8260;-978;456;41;25;-60
4563108;O;-7568;-2610;2052;88;-4;26
4571268;J;-8342;474;-958;11;17;-4
4571268;K;-8484;-304;-602;-18;-10;14
4571268;L;-8256;748;858;75;-48;49
4571268;M;-8340;-908;434;218;-56;-9
4571268;N;-8298;-1006;512;42;19;-66
4571268;O;-7524;-2574;2118;93;-6;31
4579512;J;-8374;398;-1012;17;15;-5
4579512;K;-8446;-360;-628;-13;3;17
4579512;L;-8228;764;850;69;-52;43
4579512;M;-8272;-856;386;225;-56;-14
4579512;N;-8348;-924;542;49;25;-63
4579512;O;-7492;-2592;2142;84;-8;33
4587844;J;-8388;432;-988;13;17;-2
4587844;K;-8460;-296;-630;-21;3;16
4587844;L;-8198;828;856;58;-59;46
4587844;M;-8326;-868;464;217;-56;-12
4587844;N;-8300;-920;360;45;28;-61
4587844;O;-7538;-2556;2138;82;-12;32
4596088;J;-8358;492;-1052;9;15;-6
4596088;K;-8444;-306;-616;-16;-2;17
4596088;L;-8170;796;816;49;-63;48
4596088;M;-8296;-872;390;211;-56;-9
4596088;N;-8362;-900;490;49;34;-64
4596088;O;-7486;-2614;2098;83;-5;28
4604332;J;-8356;438;-962;8;13;-7
4604332;K;-8420;-318;-642;-16;2;12
4604332;L;-8150;828;842;42;-59;55
4604332;M;-8342;-852;428;209;-52;-6
4604332;N;-8236;-952;510;47;31;-66
4604332;O;-7520;-2602;2028;75;-15;34
4612492;J;-8362;422;-1038;2;15;-13
4612492;K;-8452;-344;-606;-19;-2;13
4612492;L;-8186;776;922;53;-57;52
