# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Tue Jun  7 11:44:30 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4744072;K;-8292;294;-1486;-6;-14;19
4744072;L;-8102;398;1630;73;-55;54
4744072;M;-8322;-20;-728;229;-56;13
4744072;N;-8140;1856;-804;72;5;-50
4744072;O;-7910;-1316;1910;110;6;62
4752408;J;-8196;-1108;-1474;25;25;-10
4752408;K;-8342;218;-1408;-7;-9;22
4752408;L;-8148;334;1696;62;-64;49
4752408;M;-8220;-40;-768;229;-53;13
4752408;N;-8154;1866;-726;68;9;-54
4752408;O;-7886;-1372;1996;108;-4;62
4760564;J;-8262;-1104;-1370;8;16;-15
4760564;K;-8328;268;-1438;-15;-2;25
4760564;L;-8164;316;1582;66;-59;54
4760564;M;-8242;-50;-680;220;-59;11
4760564;N;-8152;1932;-750;70;6;-55
4760564;O;-7922;-1298;1960;95;-10;59
4768808;J;-8242;-1170;-1406;18;23;-18
4768808;K;-8400;274;-1462;-15;8;21
4768808;L;-8138;262;1558;59;-66;57
4768808;M;-8226;-108;-808;216;-51;8
4768808;N;-8096;1870;-816;69;-6;-55
4768808;O;-7924;-1340;1868;88;-16;56
4776972;J;-8220;-1180;-1436;7;14;-23
4776972;K;-8376;258;-1398;-10;2;28
4776972;L;-8168;274;1580;63;-65;54
4776972;M;-8266;-42;-756;222;-56;0
4776972;N;-8104;1934;-808;66;-2;-61
4776972;O;-7984;-1308;1840;71;-23;54
4785128;J;-8264;-1124;-1402;-3;7;-12
4785128;K;-8418;294;-1388;-9;2;31
4785128;L;-8138;276;1648;70;-62;56
4785128;M;-8240;-38;-756;213;-52;13
4785128;N;-8074;1930;-774;60;-6;-60
4785128;O;-7932;-1306;1902;68;-26;42
4793288;J;-8190;-1110;-1458;1;4;-19
4793288;K;-8334;284;-1432;-16;5;42
4793288;L;-8112;308;1650;64;-64;49
4793288;M;-8208;-38;-754;219;-41;4
4793288;N;-8046;1876;-768;54;-7;-60
4793288;O;-7930;-1346;1960;59;-42;47
4801448;J;-8290;-1106;-1376;20;13;-12
4801448;K;-8352;232;-1512;-5;7;32
4801448;L;-8130;302;1628;70;-50;47
4801448;M;-8230;-60;-694;216;-39;24
4801448;N;-8056;1826;-764;50;-6;-65
4801448;O;-7940;-1368;1918;68;-43;46
4809608;J;-8218;-1180;-1458;23;13;-13
4809608;K;-8364;268;-1458;-12;1;33
4809608;L;-8112;272;1626;67;-49;50
4809608;M;-8214;-28;-764;218;-53;21
4809608;N;-8064;1826;-690;51;-4;-63
4809608;O;-7902;-1364;1862;72;-46;44
4817768;J;-8216;-1098;-1346;13;9;-15
4817768;K;-8298;260;-1464;-7;4;38
4817768;L;-8176;382;1698;74;-50;43
4817768;M;-8318;-56;-758;237;-49;34
4817768;N;-8030;1874;-782;52;-6;-70
4817768;O;-7864;-1318;1864;81;-42;43
4826012;J;-8182;-1128;-1410;9;17;-8
4826012;K;-8344;262;-1514;-1;8;35
4826012;L;-8086;398;1642;72;-52;42
4826012;M;-8246;-34;-780;232;-62;27
4826012;N;-8034;1778;-788;55;-5;-65
4826012;O;-7914;-1322;1878;78;-49;31
4834172;J;-8230;-1074;-1506;46;14;-21
4834172;K;-8386;280;-1510;-14;5;41
4834172;L;-8106;392;1616;70;-49;36
4834172;M;-8240;10;-768;242;-63;27
4834172;N;-8044;1786;-780;57;5;-69
4834172;O;-7842;-1338;1878;71;-52;31
4842416;J;-8262;-1158;-1446;70;17;-22
4842416;K;-8372;294;-1466;-22;3;48
4842416;L;-8156;276;1660;60;-46;41
4842416;M;-8262;-30;-638;243;-71;14
4842416;N;-8088;1826;-790;51;6;-72
4842416;O;-7932;-1310;1866;82;-54;28
4850576;J;-8238;-1134;-1438;60;12;-14
4850576;K;-8348;280;-1388;-13;3;46
4850576;L;-8142;284;1576;71;-51;43
4850576;M;-8268;4;-682;239;-66;14
4850576;N;-8078;1836;-814;54;5;-70
