# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:; Tue Jun  7 11:13:36 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4751468;M;-8310;-914;-294;216;-46;17
4751468;N;-8302;-314;920;50;28;-49
4751468;O;-7458;-3048;1730;46;-34;77
4759712;J;-8304;-310;-1644;31;13;-19
4759712;K;-8438;-530;-518;-12;13;36
4759712;L;-7716;2656;-856;61;-62;72
4759712;M;-8294;-928;-310;219;-41;16
4759712;N;-8292;-362;908;57;33;-46
4759712;O;-7416;-3098;1700;37;-31;77
4768044;J;-8300;-332;-1638;26;9;-20
4768044;K;-8430;-526;-506;-10;17;34
4768044;L;-7726;2644;-846;61;-62;63
4768044;M;-8282;-928;-308;217;-45;16
4768044;N;-8302;-328;904;55;34;-47
4768044;O;-7422;-3094;1696;41;-34;80
4776204;J;-8246;-332;-1736;30;11;-22
4776204;K;-8408;-528;-486;-14;15;35
4776204;L;-7740;2614;-852;63;-64;69
4776204;M;-8260;-884;-288;215;-43;15
4776204;N;-8346;-430;1050;63;32;-54
4776204;O;-7436;-3080;1720;37;-30;67
4784364;J;-8280;-300;-1680;29;16;-19
4784364;K;-8364;-548;-484;-16;21;42
4784364;L;-7724;2628;-938;57;-64;69
4784364;M;-8268;-932;-284;215;-41;12
4784364;N;-8332;-408;846;51;34;-51
4784364;O;-7446;-3084;1712;33;-28;81
4792608;J;-8314;-320;-1714;25;16;-26
4792608;K;-8448;-528;-464;-14;17;44
4792608;L;-7718;2620;-894;58;-64;70
4792608;M;-8268;-904;-304;216;-40;24
4792608;N;-8276;-312;902;59;34;-48
4792608;O;-7410;-3102;1726;28;-35;68
4800768;J;-8324;-332;-1616;29;12;-23
4800768;K;-8444;-528;-498;-13;16;42
4800768;L;-7770;2636;-894;57;-54;69
4800768;M;-8252;-916;-268;217;-40;17
4800768;N;-8300;-346;950;51;31;-50
4800768;O;-7478;-3124;1726;28;-27;72
4809012;J;-8280;-340;-1672;24;14;-21
4809012;K;-8472;-482;-432;-15;22;39
4809012;L;-7770;2638;-800;56;-60;71
4809012;M;-8228;-930;-314;218;-43;20
4809012;N;-8324;-362;952;59;36;-49
4809012;O;-7410;-3152;1720;26;-34;66
4817256;J;-8302;-344;-1660;26;19;-27
4817256;K;-8446;-534;-558;-20;18;44
4817256;L;-7750;2644;-868;47;-59;66
4817256;M;-8260;-892;-300;221;-45;21
4817256;N;-8330;-354;816;52;27;-52
4817256;O;-7424;-3094;1770;23;-34;77
4825416;J;-8234;-300;-1698;30;5;-33
4825416;K;-8454;-526;-508;-13;14;40
4825416;L;-7734;2634;-812;46;-53;64
4825416;M;-8230;-886;-272;223;-40;16
4825416;N;-8304;-368;796;58;38;-48
4825416;O;-7380;-3100;1692;31;-30;65
4833576;J;-8306;-324;-1682;34;8;-31
4833576;K;-8454;-538;-546;-15;18;42
4833576;L;-7754;2606;-854;41;-54;72
4833576;M;-8268;-930;-204;220;-38;25
4833576;N;-8320;-332;866;53;42;-47
4833576;O;-7436;-3100;1784;34;-28;73
4841824;J;-8264;-384;-1692;23;11;-41
4841824;K;-8440;-582;-576;-12;19;43
4841824;L;-7722;2660;-912;42;-52;75
4841824;M;-8286;-894;-268;222;-49;22
4841824;N;-8286;-342;880;56;34;-48
4841824;O;-7386;-3066;1704;33;-29;63
4849984;J;-8224;-348;-1696;24;13;-33
4849984;K;-8452;-520;-528;-11;20;40
4849984;L;-7770;2590;-930;38;-62;72
4849984;M;-8292;-932;-250;222;-44;21
4849984;N;-8314;-358;874;51;39;-51
4849984;O;-7396;-3106;1766;22;-27;69
4858144;J;-8226;-358;-1612;25;12;-34
4858144;K;-8466;-516;-562;-7;22;46
4858144;L;-7708;2630;-870;36;-56;73
4858144;M;-8256;-900;-272;221;-46;19
4858144;N;-8338;-386;850;59;34;-43
4858144;O;-7366;-3110;1740;40;-22;68
4866388;J;-8250;-354;-1700;30;19;-39
4866388;K;-8374;-538;-454;-16;17;42
4866388;L;-7738;2610;-852;35;-58;67
4866388;M;-8306;-938;-278;224;-43;17
4866388;N;-8304;-336;874;64;39;-50
4866388;O;-7386;-3082;1744;34;-21;72
4874632;J;-8302;-364;-1732;22;16;-37
4874632;K;-8450;-472;-462;-8;20;41
4874632;L;-7818;2626;-810;41;-65;71
4874632;M;-8302;-936;-218;220;-45;15
4874632;N;-8338;-392;962;49;33;-39
4874632;O;-7414;-3134;1780;35;-13;78
4882876;J;-8242;-354;-1740;22;16;-25
4882876;K;-8478;-544;-490;-17;18;45
4882876;L;-7832;2558;-758;47;-59;63
4882876;M;-8270;-866;-250;220;-44;20
4882876;N;-8342;-374;878;60;34;-46
4882876;O;-7384;-3124;1708;32;-19;82
4891292;J;-8266;-350;-1648;21;13;-27
4891292;K;-8458;-530;-476;-7;24;48
4891292;L;-7814;2536;-824;52;-63;70
4891292;M;-8260;-910;-294;221;-41;22
4891292;N;-8344;-356;880;60;38;-48
4891292;O;-7428;-3082;1712;36;-18;86
4899536;J;-8236;-424;-1656;18;12;-26
4899536;K;-8448;-488;-500;-15;23;44
4899536;L;-7768;2534;-834;47;-66;62
4899536;M;-8258;-862;-296;220;-45;23
4899536;N;-8316;-400;934;58;35;-51
4899536;O;-7458;-3136;1712;39;-12;79
4907784;J;-8280;-380;-1750;17;4;-29
4907784;K;-8398;-460;-452;-12;19;45
4907784;L;-7754;2560;-824;53;-68;67
4907784;M;-8256;-902;-250;217;-45;23
4907784;N;-8338;-338;908;59;34;-44
4907784;O;-7386;-3132;1698;42;-20;88
4915944;J;-8240;-408;-1622;19;14;-18
4915944;K;-8488;-548;-464;-13;19;47
4915944;L;-7770;2570;-878;61;-64;72
4915944;M;-8308;-898;-214;218;-37;33
4915944;N;-8302;-374;922;58;37;-48
4915944;O;-7418;-3100;1736;50;-12;94
4924188;J;-8180;-302;-1680;27;16;-30
4924188;K;-8440;-492;-456;-10;19;43
4924188;L;-7790;2584;-810;56;-66;68
4924188;M;-8262;-888;-264;218;-44;17
4924188;N;-8354;-312;866;61;36;-47
4924188;O;-7422;-3112;1660;41;-11;92
4932432;J;-8296;-366;-1740;23;14;-23
4932432;K;-8458;-512;-436;-9;18;43
4932432;L;-7746;2616;-820;59;-66;75
4932432;M;-8284;-902;-284;224;-42;21
4932432;N;-8324;-368;830;63;32;-46
4932432;O;-7400;-3126;1758;43;-10;90
4940592;J;-8284;-420;-1666;22;7;-18
4940592;K;-8430;-474;-548;-5;19;40
4940592;L;-7778;2604;-816;56;-64;71
4940592;M;-8256;-868;-352;217;-39;25
4940592;N;-8322;-334;926;68;34;-46
4940592;O;-7444;-3120;1802;45;-14;98
4948752;J;-8216;-384;-1674;23;9;-19
4948752;K;-8440;-502;-446;-14;17;40
4948752;L;-7786;2624;-920;60;-66;71
4948752;M;-8218;-896;-310;223;-47;27
4948752;N;-8330;-380;896;57;31;-45
4948752;O;-7442;-3094;1760;43;-5;88
4956912;J;-8292;-388;-1722;14;8;-23
4956912;K;-8434;-514;-492;-10;19;46
4956912;L;-7758;2604;-884;61;-68;67
4956912;M;-8220;-882;-338;223;-52;28
4956912;N;-8304;-386;884;64;27;-50
4956912;O;-7428;-3134;1806;42;-9;88
4965072;J;-8230;-336;-1638;15;12;-21
4965072;K;-8414;-510;-534;-14;16;40
4965072;L;-7790;2600;-886;60;-67;69
4965072;M;-8348;-936;-282;228;-49;25
4965072;N;-8326;-400;938;64;27;-45
4965072;O;-7464;-3092;1666;28;-4;82
4973232;J;-8248;-372;-1678;20;10;-31
4973232;K;-8472;-538;-454;-10;17;40
4973232;L;-7784;2642;-900;59;-66;72
4973232;M;-8306;-888;-282;223;-53;24
4973232;N;-8320;-354;846;63;28;-52
4973232;O;-7436;-3116;1666;39;-8;80
4981392;J;-8260;-388;-1640;20;14;-19
4981392;K;-8424;-534;-554;-10;20;42
4981392;L;-7748;2606;-898;58;-63;65
4981392;M;-8272;-870;-310;231;-48;27
4981392;N;-8346;-400;856;66;27;-49
4981392;O;-7466;-3092;1750;34;-5;69
4989552;J;-8276;-358;-1618;16;8;-20
4989552;K;-8452;-494;-504;-6;23;41
4989552;L;-7720;2624;-898;61;-69;70
4989552;M;-8254;-884;-188;223;-53;24
4989552;N;-8366;-372;922;70;24;-44
4989552;O;-7462;-3138;1728;29;-3;68
4997712;J;-8246;-396;-1646;18;9;-20
4997712;K;-8406;-496;-468;-3;20;43
4997712;L;-7804;2594;-936;66;-71;70
4997712;M;-8304;-862;-320;216;-46;24
4997712;N;-8264;-354;930;76;29;-48
4997712;O;-7442;-3148;1744;32;2;60
5005872;J;-8216;-336;-1682;24;16;-16
5005872;K;-8410;-528;-484;-1;23;42
5005872;L;-7758;2594;-830;62;-69;71
5005872;M;-8284;-880;-298;227;-50;20
5005872;N;-8310;-330;784;69;26;-54
5005872;O;-7358;-3126;1692;35;-4;55
5014032;J;-8216;-366;-1628;21;12;-28
5014032;K;-8462;-476;-498;-5;21;41
5014032;L;-7768;2576;-818;63;-69;65
5014032;M;-8282;-898;-260;226;-48;22
5014032;N;-8332;-356;876;64;26;-50
5014032;O;-7440;-3116;1700;30;1;53
5022192;J;-8294;-340;-1644;7;15;-23
5022192;K;-8454;-538;-506;-4;25;43
5022192;L;-7746;2618;-862;63;-67;67
5022192;M;-8290;-916;-290;232;-46;22
5022192;N;-8350;-356;882;68;22;-50
5022192;O;-7366;-3140;1790;35;-4;54
5030352;J;-8242;-394;-1644;17;7;-21
5030352;K;-8466;-486;-492;-1;19;45
5030352;L;-7772;2610;-788;63;-69;72
5030352;M;-8256;-908;-310;230;-50;27
5030352;N;-8296;-366;922;71;26;-48
5030352;O;-7394;-3096;1740;39;2;53
5038512;J;-8296;-368;-1704;12;10;-17
5038512;K;-8472;-484;-574;-2;17;46
5038512;L;-7786;2560;-774;58;-69;70
5038512;M;-8328;-868;-234;224;-56;21
5038512;N;-8298;-360;878;71;22;-48
