# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Wed Jun  8 11:50:19 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4464848;J;-8252;1708;-814;5;87;-177
4464848;K;-8338;-972;-1026;-59;86;165
4464848;L;-8236;-46;-1022;70;-84;-24
4464848;M;-8382;-232;-54;229;-84;140
4464848;N;-8202;1502;-210;168;-16;-75
4464848;O;-7726;-1954;1942;81;145;39
4473008;J;-8240;1676;-804;0;89;-183
4473008;K;-8410;-944;-1064;-46;84;173
4473008;L;-8182;-34;-1096;74;-81;-33
4473008;M;-8376;-196;-102;213;-81;142
4473008;N;-8212;1508;-82;163;-12;-75
4473008;O;-7758;-1904;2016;55;140;42
4481168;J;-8272;1676;-772;-9;95;-182
4481168;K;-8324;-998;-1050;-43;82;165
4481168;L;-8198;-10;-1028;65;-77;-27
4481168;M;-8320;-194;-84;214;-81;134
4481168;N;-8260;1460;-92;152;-7;-76
4481168;O;-7744;-1908;1924;36;134;45
4489328;J;-8214;1666;-782;-11;91;-173
4489328;K;-8356;-1030;-1034;-46;84;163
4489328;L;-8212;-54;-1140;57;-78;-20
4489328;M;-8334;-264;-68;224;-74;133
4489328;N;-8244;1462;-132;159;-18;-70
4489328;O;-7706;-1930;1974;29;134;53
4497488;J;-8284;1686;-760;-4;92;-176
4497488;K;-8350;-1016;-1092;-38;72;160
4497488;L;-8242;-6;-1134;50;-90;-8
4497488;M;-8382;-212;-56;218;-70;129
4497488;N;-8248;1476;-2;154;-22;-78
4497488;O;-7728;-1980;2004;38;123;59
4505648;J;-8268;1626;-754;-2;97;-174
4505648;K;-8398;-994;-1126;-39;70;169
4505648;L;-8200;-54;-1082;51;-82;-14
4505648;M;-8302;-146;-122;221;-81;116
4505648;N;-8228;1462;-60;152;-23;-70
4505648;O;-7758;-2002;2006;53;124;64
4513892;J;-8242;1666;-742;-10;90;-176
4513892;K;-8376;-1018;-1048;-33;81;169
4513892;L;-8250;-56;-1182;45;-96;-1
4513892;M;-8348;-262;-82;216;-75;126
4513892;N;-8188;1504;-46;146;-16;-72
4513892;O;-7790;-1932;1986;44;126;70
4522052;J;-8250;1640;-818;1;92;-171
4522052;K;-8364;-974;-1044;-29;74;169
4522052;L;-8182;-122;-1102;52;-93;-1
4522052;M;-8346;-212;-42;206;-71;123
4522052;N;-8226;1424;-22;147;-19;-74
4522052;O;-7750;-1886;1968;28;129;79
4530296;J;-8280;1656;-860;-7;88;-168
4530296;K;-8434;-936;-1028;-33;67;170
4530296;L;-8176;-140;-1202;61;-89;0
4530296;M;-8314;-240;-82;213;-75;114
4530296;N;-8216;1450;-28;130;-20;-67
4530296;O;-7700;-1992;1988;19;135;79
4538456;J;-8270;1688;-860;-5;89;-167
4538456;K;-8354;-1000;-1026;-38;67;166
4538456;L;-8108;-210;-1036;72;-89;0
4538456;M;-8344;-172;-28;204;-73;109
4538456;N;-8252;1454;10;133;-28;-62
4538456;O;-7732;-2088;2046;40;128;81
4546616;J;-8280;1584;-800;-9;88;-164
4546616;K;-8356;-948;-1122;-21;63;165
4546616;L;-8158;-200;-1132;80;-87;3
4546616;M;-8316;-128;-66;202;-66;102
4546616;N;-8208;1360;-62;135;-32;-60
4546616;O;-7794;-2068;1996;72;128;84
4554776;J;-8234;1660;-882;3;84;-165
4554776;K;-8380;-922;-1016;-26;64;169
4554776;L;-8194;-186;-1100;93;-81;1
4554776;M;-8386;-136;-22;195;-70;93
4554776;N;-8224;1472;-22;138;-25;-57
4554776;O;-7724;-2036;2008;96;129;87
4562936;J;-8240;1590;-898;2;81;-159
4562936;K;-8400;-948;-1064;-24;59;165
4562936;L;-8222;-222;-1116;94;-84;-3
4562936;M;-8364;-106;-60;202;-65;94
4562936;N;-8164;1398;-80;154;-30;-60
4562936;O;-7688;-2042;1948;110;131;81
4571184;J;-8234;1606;-740;8;82;-150
4571184;K;-8386;-888;-1040;-19;56;165
4571184;L;-8232;-182;-1136;107;-85;8
4571184;M;-8408;-96;-38;199;-62;97
4571184;N;-8186;1384;-148;148;-32;-63
4571184;O;-7780;-1958;1990;115;120;85
4579428;J;-8286;1604;-810;14;74;-142
4579428;K;-8428;-904;-1148;-10;57;145
4579428;L;-8140;-148;-1126;96;-85;2
4579428;M;-8382;-66;-96;198;-62;101
4579428;N;-8236;1462;-76;142;-32;-61
4579428;O;-7758;-1962;2066;91;113;85
